episode,total_reward,episode_length,avg_loss,avg_q_value,epsilon,timestamp,total_steps,training_time_seconds,eval_reward,buffer_reward_min,buffer_reward_max,buffer_reward_mean,buffer_reward_std
2572,550.0,408,0.007935859537350811,124.08733225450283,0.01,2026-01-23T00:17:42.479940,1031084,1.1783580780029297,,0.0,3.25,0.00891,0.13506706
2573,50.0,345,0.006645053179989404,196.5580451067756,0.01,2026-01-23T00:17:43.545876,1031429,1.0477454662322998,,0.0,3.25,0.008825,0.13426977
2574,475.0,408,0.005384030708228238,109.07981667286012,0.01,2026-01-23T00:17:44.727652,1031837,1.1643319129943848,,0.0,3.25,0.00884,0.13428274
2575,475.0,352,0.006057086074078042,162.04220188685827,0.01,2026-01-23T00:17:45.760999,1032189,1.0156142711639404,,0.0,3.25,0.008825,0.13426977
2576,50.0,394,0.008384042902616785,182.51880111694337,0.01,2026-01-23T00:17:46.902053,1032583,1.1229147911071777,,0.0,3.25,0.00879,0.13423946
2577,475.0,403,0.006844870321219787,99.46925277709961,0.01,2026-01-23T00:17:48.110745,1032986,1.1898066997528076,,0.0,3.25,0.008885,0.13504559
2578,475.0,407,0.01166124373266939,111.952256086396,0.01,2026-01-23T00:17:49.301690,1033393,1.1723532676696777,,0.0,3.25,0.00886,0.13502406
2579,475.0,403,0.009097186831058934,100.69216435551644,0.01,2026-01-23T00:17:50.464245,1033796,1.144787073135376,,0.0,3.25,0.00886,0.13502406
2580,575.0,347,0.002111499453248042,142.28670331409998,0.01,2026-01-23T00:17:51.489399,1034143,1.0074748992919922,,0.0,3.25,0.008965,0.135834
2581,50.0,338,0.004882329194943476,193.6121550167308,0.01,2026-01-23T00:17:52.507356,1034481,1.0000410079956055,,0.0,3.25,0.008965,0.135834
2582,50.0,466,0.009326149570330492,180.77645625238833,0.01,2026-01-23T00:17:53.906004,1034947,1.3809232711791992,,0.0,3.25,0.00886,0.13502406
2583,50.0,425,0.004720454641972624,192.71393975546195,0.01,2026-01-23T00:17:55.145625,1035372,1.2221007347106934,,0.0,3.25,0.00886,0.13502406
2584,575.0,428,0.004515476300314601,121.27123811131432,0.01,2026-01-23T00:17:56.393112,1035800,1.230104923248291,,0.0,3.25,0.008895,0.13505417
2585,550.0,412,0.007651982828974724,131.00303456896827,0.01,2026-01-23T00:17:57.584440,1036212,1.1738600730895996,,0.0,3.25,0.008895,0.13505417
2586,575.0,432,0.0029479985215320166,117.90421518059664,0.01,2026-01-23T00:17:58.847708,1036644,1.245351791381836,,0.0,3.25,0.008935,0.13508855
2587,625.0,469,0.005531309921618389,102.40425521769423,0.01,2026-01-23T00:18:00.204509,1037113,1.3390076160430908,,0.0,3.25,0.009055,0.13591085
2588,50.0,299,0.003782415110617876,229.18527399698894,0.01,2026-01-23T00:18:01.108186,1037412,0.8859810829162598,,0.0,3.25,0.00899,0.13513578
2589,575.0,487,0.0036239347003477937,97.28677052259445,0.01,2026-01-23T00:18:02.542369,1037899,1.4167156219482422,,0.0,3.25,0.00899,0.13513578
2590,575.0,366,0.0084471371374093,151.65501595832205,0.01,2026-01-23T00:18:03.657435,1038265,1.0967788696289062,,0.0,3.25,0.009005,0.13514864
2591,175.0,375,0.004423387159476988,207.4555055772936,0.01,2026-01-23T00:18:04.732928,1038640,1.0585567951202393,,0.0,3.25,0.009015,0.13515724
2592,575.0,492,0.010692217820324004,112.57214340209961,0.01,2026-01-23T00:18:06.155768,1039132,1.4045441150665283,,0.0,3.25,0.00904,0.1351787
2593,575.0,365,0.0067565013855023105,144.99238834116193,0.01,2026-01-23T00:18:07.265522,1039497,1.0900309085845947,,0.0,3.25,0.00906,0.13519585
2594,550.0,406,0.006797722346770267,128.5034820044913,0.01,2026-01-23T00:18:08.460011,1039903,1.1771860122680664,,0.0,3.25,0.009125,0.13597053
2595,475.0,352,0.012617770959075321,166.80348341805595,0.01,2026-01-23T00:18:09.505310,1040255,1.0274362564086914,,0.0,3.25,0.009105,0.13595347
2596,50.0,316,0.008425496769632446,198.91407418251038,0.01,2026-01-23T00:18:10.423385,1040571,0.9003512859344482,,0.0,3.25,0.00901,0.13515295
2597,50.0,316,0.003799551745032659,201.96218035298008,0.01,2026-01-23T00:18:11.342527,1040887,0.9014010429382324,,0.0,3.25,0.00895,0.13437782
2598,475.0,352,0.00713404589195681,167.42955725533622,0.01,2026-01-23T00:18:12.367414,1041239,1.0075361728668213,,0.0,3.25,0.009,0.13514437
2599,475.0,352,0.006268113039873747,161.49279668596057,0.01,2026-01-23T00:18:37.454475,1041591,1.04947829246521,443.0,0.0,3.25,0.00907,0.13592362
2600,50.0,316,0.0037250378700264264,197.44150789322393,0.01,2026-01-23T00:18:38.560736,1041907,0.9519336223602295,,0.0,3.25,0.009075,0.1359279
2601,575.0,347,0.006274823376717155,139.65124098232815,0.01,2026-01-23T00:18:39.573775,1042254,0.9953861236572266,,0.0,3.25,0.00909,0.13594072
2602,50.0,364,0.005935365117491326,201.66637166341147,0.01,2026-01-23T00:18:40.670303,1042618,1.0772457122802734,,0.0,3.25,0.009005,0.13514864
2603,50.0,323,0.006343029381241649,209.01755315607244,0.01,2026-01-23T00:18:41.626909,1042941,0.9389619827270508,,0.0,3.25,0.00899,0.13513578
2604,550.0,432,0.015734815958976037,117.03965942249742,0.01,2026-01-23T00:18:42.946976,1043373,1.3024837970733643,,0.0,3.25,0.00908,0.13593215
2605,350.0,380,0.0037428343386732435,175.55268960250052,0.01,2026-01-23T00:18:44.054794,1043753,1.0901243686676025,,0.0,3.25,0.009055,0.13591085
2606,25.0,320,0.005719270629924722,212.24302458763123,0.01,2026-01-23T00:18:44.986485,1044073,0.9141592979431152,,0.0,3.25,0.00905,0.13590659
2607,575.0,478,0.00548694148164941,106.3776186009248,0.01,2026-01-23T00:18:46.368673,1044551,1.363978624343872,,0.0,3.25,0.009165,0.1367196
2608,575.0,434,0.006563204152784733,123.7793011609898,0.01,2026-01-23T00:18:47.672802,1044985,1.2865557670593262,,0.0,3.25,0.00916,0.13671538
2609,50.0,318,0.008267115612397902,192.37244734168053,0.01,2026-01-23T00:18:48.587693,1045303,0.8977270126342773,,0.0,3.25,0.009095,0.13594498
2610,475.0,448,0.007624652607112445,91.9613243261973,0.01,2026-01-23T00:18:49.915352,1045751,1.3094003200531006,,0.0,3.25,0.00908,0.13593215
2611,0.0,289,0.008252532986391867,237.52813938685827,0.01,2026-01-23T00:18:50.761434,1046040,0.8281657695770264,,0.0,3.25,0.009055,0.13591085
2612,0.0,289,0.008132518664933742,240.68822400323276,0.01,2026-01-23T00:18:51.610396,1046329,0.831873893737793,,0.0,3.25,0.009045,0.13590233
2613,575.0,440,0.009613864785271951,133.81873252175072,0.01,2026-01-23T00:18:52.937501,1046769,1.3094546794891357,,0.0,3.25,0.00904,0.13589805
2614,475.0,412,0.006455509892908768,96.30977017538888,0.01,2026-01-23T00:18:54.186369,1047181,1.2302234172821045,,0.0,3.25,0.00911,0.136673
2615,550.0,408,0.008009700318507385,130.82300620079042,0.01,2026-01-23T00:18:55.363749,1047589,1.1596238613128662,,0.0,3.25,0.009185,0.13744773
2616,50.0,360,0.011741140307599885,206.29573143853082,0.01,2026-01-23T00:18:56.440286,1047949,1.0589947700500488,,0.0,3.25,0.009185,0.13744773
2617,100.0,418,0.0030901362881108766,193.76271461305163,0.01,2026-01-23T00:18:57.655213,1048367,1.1968004703521729,,0.0,3.25,0.009195,0.1374562
2618,475.0,412,0.0054157204314833505,94.44658132878746,0.01,2026-01-23T00:18:58.872689,1048779,1.1997439861297607,,0.0,3.25,0.009195,0.13756528
2619,475.0,407,0.0034216369344254156,113.23575392002013,0.01,2026-01-23T00:19:00.072574,1049186,1.1818897724151611,,0.0,3.25,0.0092,0.13756947
2620,475.0,418,0.013333355420313421,102.28215444087982,0.01,2026-01-23T00:19:01.315697,1049604,1.2236518859863281,,0.0,3.25,0.00922,0.13758631
2621,0.0,289,0.004563300101186282,239.25002236201846,0.01,2026-01-23T00:19:02.171089,1049893,0.8370053768157959,,0.0,3.25,0.009185,0.13755682
2622,0.0,289,0.003894741258894404,251.5713258940598,0.01,2026-01-23T00:19:03.069461,1050182,0.8804335594177246,,0.0,3.25,0.009115,0.13678694
2623,575.0,487,0.004964353536100437,107.83690845966339,0.01,2026-01-23T00:19:04.499760,1050669,1.412273645401001,,0.0,3.25,0.009205,0.13757369
2624,600.0,487,0.004056708101416007,119.31003428235346,0.01,2026-01-23T00:19:05.913493,1051156,1.395902395248413,,0.0,3.25,0.009325,0.13838097
2625,575.0,443,0.007589067229260268,112.50933428244157,0.01,2026-01-23T00:19:07.233838,1051599,1.3024487495422363,,0.0,3.25,0.009345,0.13839771
2626,50.0,300,0.010298493737354874,221.02838439941405,0.01,2026-01-23T00:19:08.107813,1051899,0.8559396266937256,,0.0,3.25,0.009345,0.13839771
2627,175.0,439,0.0061388542923272,204.2625382163308,0.01,2026-01-23T00:19:09.412971,1052338,1.2875118255615234,,0.0,3.25,0.00937,0.13841857
2628,50.0,303,0.0036681579622381832,215.88809622487713,0.01,2026-01-23T00:19:10.283985,1052641,0.8530731201171875,,0.0,3.25,0.00931,0.137662
2629,500.0,488,0.007018049674419065,99.46159115433693,0.01,2026-01-23T00:19:11.708975,1053129,1.4069747924804688,,0.0,3.25,0.00929,0.13753615
