global_step,episode,step_in_episode,action,reward,loss,q_value,epsilon,timestamp
600,1,213,5,0.0,,0.05903578922152519,0.9988120000000258,2026-01-19T23:07:10.513425
610,1,223,2,0.0,,0.058837033808231354,0.9987922000000262,2026-01-19T23:07:10.521654
620,1,233,2,0.0,,0.05900460109114647,0.9987724000000266,2026-01-19T23:07:10.530331
630,1,243,4,0.0,,0.05928923562169075,0.9987526000000271,2026-01-19T23:07:10.539759
640,1,253,5,0.0,,0.05939933657646179,0.9987328000000275,2026-01-19T23:07:10.549465
650,1,263,5,0.0,,0.05935743451118469,0.9987130000000279,2026-01-19T23:07:10.560068
660,1,273,3,0.0,,0.059366412460803986,0.9986932000000284,2026-01-19T23:07:10.568778
670,1,283,0,0.0,,0.05936052277684212,0.9986734000000288,2026-01-19T23:07:10.580836
680,1,293,0,0.0,,0.059318408370018005,0.9986536000000292,2026-01-19T23:07:10.589068
690,1,303,5,0.0,,0.05916532129049301,0.9986338000000297,2026-01-19T23:07:10.597520
700,2,1,4,0.0,,0.058556728065013885,0.9986140000000301,2026-01-19T23:07:10.612681
710,2,11,2,0.0,,0.05861080810427666,0.9985942000000305,2026-01-19T23:07:10.620122
720,2,21,1,0.0,,0.05853552743792534,0.998574400000031,2026-01-19T23:07:10.628076
730,2,31,4,0.0,,0.05871141701936722,0.9985546000000314,2026-01-19T23:07:10.635766
740,2,41,2,0.0,,0.058641884475946426,0.9985348000000318,2026-01-19T23:07:10.643020
750,2,51,5,0.0,,0.058623068034648895,0.9985150000000322,2026-01-19T23:07:10.650347
760,2,61,2,0.0,,0.05886412039399147,0.9984952000000327,2026-01-19T23:07:10.657889
770,2,71,2,0.0,,0.05875024572014809,0.9984754000000331,2026-01-19T23:07:10.665622
780,2,81,0,0.0,,0.05942952632904053,0.9984556000000335,2026-01-19T23:07:10.673867
790,2,91,4,0.0,,0.0586756095290184,0.998435800000034,2026-01-19T23:07:10.681516
800,2,101,2,0.0,,0.05899430438876152,0.9984160000000344,2026-01-19T23:07:10.690987
810,2,111,2,0.0,,0.05816588178277016,0.9983962000000348,2026-01-19T23:07:10.699010
820,2,121,5,0.0,,0.05873674899339676,0.9983764000000352,2026-01-19T23:07:10.711826
830,2,131,0,0.0,,0.05870616436004639,0.9983566000000357,2026-01-19T23:07:10.723915
840,2,141,1,0.0,,0.057596027851104736,0.9983368000000361,2026-01-19T23:07:10.733157
850,2,151,5,0.0,,0.05823194980621338,0.9983170000000365,2026-01-19T23:07:10.742920
860,2,161,0,0.0,,0.05804208666086197,0.998297200000037,2026-01-19T23:07:10.752469
870,2,171,2,0.0,,0.05876045674085617,0.9982774000000374,2026-01-19T23:07:10.761449
880,2,181,0,0.0,,0.0585104264318943,0.9982576000000378,2026-01-19T23:07:10.769695
890,2,191,5,0.0,,0.05925524979829788,0.9982378000000383,2026-01-19T23:07:10.779295
900,2,201,1,0.0,,0.0594802126288414,0.9982180000000387,2026-01-19T23:07:10.788444
910,2,211,3,0.0,,0.05951700359582901,0.9981982000000391,2026-01-19T23:07:10.797152
920,2,221,3,0.0,,0.05963818356394768,0.9981784000000395,2026-01-19T23:07:10.805712
930,2,231,3,0.0,,0.05914560705423355,0.99815860000004,2026-01-19T23:07:10.814092
940,2,241,3,0.0,,0.05974768102169037,0.9981388000000404,2026-01-19T23:07:10.822365
950,2,251,0,0.0,,0.05830139294266701,0.9981190000000408,2026-01-19T23:07:10.831838
960,2,261,2,0.0,,0.059465907514095306,0.9980992000000413,2026-01-19T23:07:10.840264
970,2,271,0,0.0,,0.05877969041466713,0.9980794000000417,2026-01-19T23:07:10.848182
980,2,281,5,0.0,,0.05868656933307648,0.9980596000000421,2026-01-19T23:07:10.855802
990,2,291,3,0.0,,0.058556877076625824,0.9980398000000426,2026-01-19T23:07:10.864821
1000,2,301,0,0.0,,0.05894912779331207,0.998020000000043,2026-01-19T23:07:10.874219
1010,2,311,0,0.0,,0.05909661203622818,0.9980002000000434,2026-01-19T23:07:10.881980
1020,2,321,1,0.0,,0.059212442487478256,0.9979804000000438,2026-01-19T23:07:10.890232
1030,2,331,2,0.0,,0.05855993181467056,0.9979606000000443,2026-01-19T23:07:10.897402
1040,2,341,0,0.0,,0.059358302503824234,0.9979408000000447,2026-01-19T23:07:10.904517
1050,2,351,1,0.0,,0.05886789783835411,0.9979210000000451,2026-01-19T23:07:10.911563
1060,2,361,4,0.0,,0.05854158475995064,0.9979012000000456,2026-01-19T23:07:10.919384
1070,2,371,5,0.0,,0.05899706110358238,0.997881400000046,2026-01-19T23:07:10.926519
1080,2,381,5,0.0,,0.05867348611354828,0.9978616000000464,2026-01-19T23:07:10.933364
1090,2,391,5,0.0,,0.05870423838496208,0.9978418000000469,2026-01-19T23:07:10.939465
1100,2,401,0,0.0,,0.059026774019002914,0.9978220000000473,2026-01-19T23:07:10.945508
1110,2,411,4,0.0,,0.05844632908701897,0.9978022000000477,2026-01-19T23:07:10.952294
1120,2,421,4,0.0,,0.05902060121297836,0.9977824000000481,2026-01-19T23:07:10.958761
1130,2,431,0,0.0,,0.058485135436058044,0.9977626000000486,2026-01-19T23:07:10.965823
1140,3,3,2,0.0,,0.0585913322865963,0.997742800000049,2026-01-19T23:07:10.982329
1150,3,13,4,0.0,,0.058529362082481384,0.9977230000000494,2026-01-19T23:07:10.989417
1160,3,23,2,0.0,,0.05865662544965744,0.9977032000000499,2026-01-19T23:07:10.996577
1170,3,33,0,0.0,,0.05861729383468628,0.9976834000000503,2026-01-19T23:07:11.004387
1180,3,43,2,0.0,,0.05862300097942352,0.9976636000000507,2026-01-19T23:07:11.011235
1190,3,53,0,0.0,,0.05912177637219429,0.9976438000000512,2026-01-19T23:07:11.017684
1200,3,63,0,0.0,,0.059073928743600845,0.9976240000000516,2026-01-19T23:07:11.024662
1210,3,73,5,0.0,,0.05935923382639885,0.997604200000052,2026-01-19T23:07:11.032585
1220,3,83,4,0.0,,0.05963367596268654,0.9975844000000524,2026-01-19T23:07:11.041515
1230,3,93,3,0.0,,0.059552207589149475,0.9975646000000529,2026-01-19T23:07:11.048351
1240,3,103,1,0.0,,0.058716051280498505,0.9975448000000533,2026-01-19T23:07:11.054760
1250,3,113,2,0.0,,0.058707498013973236,0.9975250000000537,2026-01-19T23:07:11.061893
1260,3,123,0,0.0,,0.059139132499694824,0.9975052000000542,2026-01-19T23:07:11.068891
1270,3,133,1,0.0,,0.05879431217908859,0.9974854000000546,2026-01-19T23:07:11.075946
1280,3,143,5,0.0,,0.05914672464132309,0.997465600000055,2026-01-19T23:07:11.083755
1290,3,153,3,0.0,,0.05915673449635506,0.9974458000000554,2026-01-19T23:07:11.091158
1300,3,163,3,0.0,,0.05916411802172661,0.9974260000000559,2026-01-19T23:07:11.098895
1310,3,173,3,0.0,,0.05906256288290024,0.9974062000000563,2026-01-19T23:07:11.106924
1320,3,183,0,0.0,,0.05908512324094772,0.9973864000000567,2026-01-19T23:07:11.115797
1330,3,193,0,0.0,,0.05878926441073418,0.9973666000000572,2026-01-19T23:07:11.123521
1340,3,203,3,0.0,,0.05875589698553085,0.9973468000000576,2026-01-19T23:07:11.131715
1350,3,213,5,0.0,,0.058668334037065506,0.997327000000058,2026-01-19T23:07:11.139455
1360,3,223,5,0.0,,0.05873797833919525,0.9973072000000585,2026-01-19T23:07:11.147132
1370,3,233,0,0.0,,0.0587819442152977,0.9972874000000589,2026-01-19T23:07:11.154552
1380,3,243,1,0.0,,0.05866648256778717,0.9972676000000593,2026-01-19T23:07:11.162351
1390,3,253,1,0.0,,0.05876775458455086,0.9972478000000597,2026-01-19T23:07:11.169981
1400,3,263,2,0.0,,0.05873652547597885,0.9972280000000602,2026-01-19T23:07:11.178192
1410,3,273,5,0.0,,0.058679088950157166,0.9972082000000606,2026-01-19T23:07:11.185765
1420,3,283,0,0.0,,0.058338701725006104,0.997188400000061,2026-01-19T23:07:11.193633
1430,3,293,4,0.0,,0.0585486963391304,0.9971686000000615,2026-01-19T23:07:11.202083
1440,3,303,4,0.0,,0.05903299152851105,0.9971488000000619,2026-01-19T23:07:11.210012
1450,4,8,3,0.0,,0.05853450298309326,0.9971290000000623,2026-01-19T23:07:11.229299
1460,4,18,3,0.0,,0.05860724300146103,0.9971092000000628,2026-01-19T23:07:11.237337
1470,4,28,3,0.0,,0.058591388165950775,0.9970894000000632,2026-01-19T23:07:11.244540
1480,4,38,1,0.0,,0.05852952599525452,0.9970696000000636,2026-01-19T23:07:11.251221
1490,4,48,5,0.0,,0.05829104408621788,0.997049800000064,2026-01-19T23:07:11.258716
1500,4,58,3,0.0,,0.05884028971195221,0.9970300000000645,2026-01-19T23:07:11.264998
1510,4,68,3,0.0,,0.059130262583494186,0.9970102000000649,2026-01-19T23:07:11.271718
1520,4,78,4,0.0,,0.05919662117958069,0.9969904000000653,2026-01-19T23:07:11.278675
1530,4,88,2,0.0,,0.059149764478206635,0.9969706000000658,2026-01-19T23:07:11.285725
1540,4,98,4,0.0,,0.05912657082080841,0.9969508000000662,2026-01-19T23:07:11.292660
1550,4,108,3,0.0,,0.0592912882566452,0.9969310000000666,2026-01-19T23:07:11.300331
1560,4,118,4,0.0,,0.05912506580352783,0.996911200000067,2026-01-19T23:07:11.307833
1570,4,128,2,0.0,,0.05907491594552994,0.9968914000000675,2026-01-19T23:07:11.315884
1580,4,138,5,0.0,,0.05920206382870674,0.9968716000000679,2026-01-19T23:07:11.323697
1590,4,148,5,0.0,,0.05933341383934021,0.9968518000000683,2026-01-19T23:07:11.332110
1600,4,158,0,0.0,,0.0591328889131546,0.9968320000000688,2026-01-19T23:07:11.340124
1610,4,168,2,0.0,,0.0590951144695282,0.9968122000000692,2026-01-19T23:07:11.347673
1620,4,178,0,0.0,,0.05903647467494011,0.9967924000000696,2026-01-19T23:07:11.354988
1630,4,188,3,0.0,,0.059061482548713684,0.9967726000000701,2026-01-19T23:07:11.362434
1640,4,198,1,0.0,,0.05873696133494377,0.9967528000000705,2026-01-19T23:07:11.370354
1650,4,208,0,0.0,,0.05912976711988449,0.9967330000000709,2026-01-19T23:07:11.378782
1660,4,218,0,0.0,,0.05935222655534744,0.9967132000000714,2026-01-19T23:07:11.387155
1670,4,228,1,0.0,,0.0594334676861763,0.9966934000000718,2026-01-19T23:07:11.395387
1680,4,238,4,25.0,,0.05886510759592056,0.9966736000000722,2026-01-19T23:07:11.403751
1690,4,248,4,0.0,,0.0591227263212204,0.9966538000000726,2026-01-19T23:07:11.413660
1700,4,258,0,0.0,,0.05870087817311287,0.9966340000000731,2026-01-19T23:07:11.422244
1710,4,268,1,0.0,,0.05876122787594795,0.9966142000000735,2026-01-19T23:07:11.431619
1720,4,278,2,0.0,,0.05861763283610344,0.9965944000000739,2026-01-19T23:07:11.439788
1730,4,288,2,0.0,,0.058654822409152985,0.9965746000000744,2026-01-19T23:07:11.448670
1740,4,298,5,0.0,,0.058677684515714645,0.9965548000000748,2026-01-19T23:07:11.457201
1750,4,308,1,25.0,,0.05876756086945534,0.9965350000000752,2026-01-19T23:07:11.464285
1760,4,318,0,0.0,,0.058603301644325256,0.9965152000000757,2026-01-19T23:07:11.473418
1770,4,328,0,0.0,,0.05901910364627838,0.9964954000000761,2026-01-19T23:07:11.480532
1780,4,338,3,0.0,,0.05892131105065346,0.9964756000000765,2026-01-19T23:07:11.488137
1790,4,348,0,0.0,,0.05860978737473488,0.9964558000000769,2026-01-19T23:07:11.494796
1800,4,358,3,0.0,,0.05945095792412758,0.9964360000000774,2026-01-19T23:07:11.503316
1810,4,368,1,0.0,,0.05913148447871208,0.9964162000000778,2026-01-19T23:07:11.510473
1820,5,0,1,0.0,,0.058618102222681046,0.9963964000000782,2026-01-19T23:07:11.525450
1830,5,10,3,0.0,,0.058572255074977875,0.9963766000000787,2026-01-19T23:07:11.536795
1840,5,20,0,0.0,,0.058557815849781036,0.9963568000000791,2026-01-19T23:07:11.543581
1850,5,30,2,0.0,,0.058683834969997406,0.9963370000000795,2026-01-19T23:07:11.550358
1860,5,40,2,0.0,,0.05834350362420082,0.99631720000008,2026-01-19T23:07:11.557209
1870,5,50,1,0.0,,0.058690108358860016,0.9962974000000804,2026-01-19T23:07:11.564131
1880,5,60,2,0.0,,0.05889157950878143,0.9962776000000808,2026-01-19T23:07:11.571124
1890,5,70,1,0.0,,0.059176966547966,0.9962578000000812,2026-01-19T23:07:11.577902
1900,5,80,3,0.0,,0.05911081284284592,0.9962380000000817,2026-01-19T23:07:11.584843
1910,5,90,0,0.0,,0.05928993597626686,0.9962182000000821,2026-01-19T23:07:11.592697
1920,5,100,2,0.0,,0.05930906534194946,0.9961984000000825,2026-01-19T23:07:11.599650
1930,5,110,2,0.0,,0.05918330326676369,0.996178600000083,2026-01-19T23:07:11.607010
1940,5,120,3,0.0,,0.05888695269823074,0.9961588000000834,2026-01-19T23:07:11.613921
1950,5,130,2,0.0,,0.05890632048249245,0.9961390000000838,2026-01-19T23:07:11.620364
1960,5,140,1,0.0,,0.059027038514614105,0.9961192000000842,2026-01-19T23:07:11.627552
1970,5,150,1,0.0,,0.058975737541913986,0.9960994000000847,2026-01-19T23:07:11.634151
1980,5,160,1,0.0,,0.058977726846933365,0.9960796000000851,2026-01-19T23:07:11.640994
1990,5,170,0,0.0,,0.058901868760585785,0.9960598000000855,2026-01-19T23:07:11.647750
2000,5,180,5,0.0,,0.05862121284008026,0.996040000000086,2026-01-19T23:07:11.655369
2010,5,190,5,0.0,,0.05889929085969925,0.9960202000000864,2026-01-19T23:07:11.662177
2020,5,200,4,0.0,,0.058896504342556,0.9960004000000868,2026-01-19T23:07:11.669074
2030,5,210,3,0.0,,0.05898941308259964,0.9959806000000873,2026-01-19T23:07:11.675932
2040,5,220,5,0.0,,0.058985233306884766,0.9959608000000877,2026-01-19T23:07:11.682152
2050,5,230,1,0.0,,0.059293460100889206,0.9959410000000881,2026-01-19T23:07:11.689552
2060,5,240,3,0.0,,0.058569930493831635,0.9959212000000885,2026-01-19T23:07:11.696693
2070,6,0,0,0.0,,0.058618102222681046,0.995901400000089,2026-01-19T23:07:11.712077
2080,6,10,3,0.0,,0.058572255074977875,0.9958816000000894,2026-01-19T23:07:11.720099
2090,6,20,4,0.0,,0.058557815849781036,0.9958618000000898,2026-01-19T23:07:11.727037
2100,6,30,3,0.0,,0.058683834969997406,0.9958420000000903,2026-01-19T23:07:11.734991
2110,6,40,0,0.0,,0.05837012082338333,0.9958222000000907,2026-01-19T23:07:11.742978
2120,6,50,0,0.0,,0.05846047028899193,0.9958024000000911,2026-01-19T23:07:11.750240
2130,6,60,3,0.0,,0.059102606028318405,0.9957826000000916,2026-01-19T23:07:11.757029
2140,6,70,4,0.0,,0.05918943136930466,0.995762800000092,2026-01-19T23:07:11.763960
2150,6,80,0,0.0,,0.05911081284284592,0.9957430000000924,2026-01-19T23:07:11.770936
2160,6,90,1,0.0,,0.05928993597626686,0.9957232000000928,2026-01-19T23:07:11.778160
2170,6,100,5,0.0,,0.05930906534194946,0.9957034000000933,2026-01-19T23:07:11.784437
2180,6,110,5,0.0,,0.05918330326676369,0.9956836000000937,2026-01-19T23:07:11.790798
2190,6,120,0,0.0,,0.058873698115348816,0.9956638000000941,2026-01-19T23:07:11.797789
2200,6,130,4,0.0,,0.0585622601211071,0.9956440000000946,2026-01-19T23:07:11.805034
2210,6,140,4,0.0,,0.0585404634475708,0.995624200000095,2026-01-19T23:07:11.812205
2220,6,150,2,0.0,,0.0591333843767643,0.9956044000000954,2026-01-19T23:07:11.819012
2230,6,160,0,0.0,,0.059088144451379776,0.9955846000000959,2026-01-19T23:07:11.825644
2240,6,170,5,0.0,,0.059075288474559784,0.9955648000000963,2026-01-19T23:07:11.832772
2250,6,180,5,0.0,,0.05901281535625458,0.9955450000000967,2026-01-19T23:07:11.839660
2260,6,190,5,0.0,,0.059042058885097504,0.9955252000000971,2026-01-19T23:07:11.846627
2270,6,200,2,0.0,,0.05885573849081993,0.9955054000000976,2026-01-19T23:07:11.853399
2280,6,210,0,0.0,,0.05881737172603607,0.995485600000098,2026-01-19T23:07:11.859868
2290,6,220,4,0.0,,0.0589592382311821,0.9954658000000984,2026-01-19T23:07:11.867074
2300,6,230,4,0.0,,0.05882450193166733,0.9954460000000989,2026-01-19T23:07:11.873938
2310,6,240,2,0.0,,0.05876396223902702,0.9954262000000993,2026-01-19T23:07:11.880524
2320,6,250,4,0.0,,0.0587892010807991,0.9954064000000997,2026-01-19T23:07:11.887267
2330,6,260,3,0.0,,0.05886208266019821,0.9953866000001002,2026-01-19T23:07:11.893591
2340,6,270,5,0.0,,0.058847080916166306,0.9953668000001006,2026-01-19T23:07:11.900601
2350,6,280,1,0.0,,0.05884968489408493,0.995347000000101,2026-01-19T23:07:11.908070
2360,6,290,3,0.0,,0.058674294501543045,0.9953272000001014,2026-01-19T23:07:11.915015
2370,7,7,2,0.0,,0.05859620124101639,0.9953074000001019,2026-01-19T23:07:11.930932
2380,7,17,0,0.0,,0.0585453100502491,0.9952876000001023,2026-01-19T23:07:11.938314
2390,7,27,0,0.0,,0.05866313725709915,0.9952678000001027,2026-01-19T23:07:11.945155
2400,7,37,2,0.0,,0.058604784309864044,0.9952480000001032,2026-01-19T23:07:11.952587
2410,7,47,3,25.0,,0.05842684581875801,0.9952282000001036,2026-01-19T23:07:11.959479
2420,7,57,1,0.0,,0.058853816241025925,0.995208400000104,2026-01-19T23:07:11.966544
2430,7,67,3,0.0,,0.05876658856868744,0.9951886000001045,2026-01-19T23:07:11.974764
2440,7,77,0,0.0,,0.05945807322859764,0.9951688000001049,2026-01-19T23:07:11.981908
2450,7,87,1,0.0,,0.05875125899910927,0.9951490000001053,2026-01-19T23:07:11.988787
2460,7,97,3,0.0,,0.058485884219408035,0.9951292000001057,2026-01-19T23:07:11.995731
2470,7,107,4,0.0,,0.05902275815606117,0.9951094000001062,2026-01-19T23:07:12.002562
2480,7,117,0,0.0,,0.059129271656274796,0.9950896000001066,2026-01-19T23:07:12.009795
2490,7,127,2,0.0,,0.05978734418749809,0.995069800000107,2026-01-19T23:07:12.017330
2500,7,137,5,0.0,,0.05909118056297302,0.9950500000001075,2026-01-19T23:07:12.024583
2510,7,147,5,0.0,,0.05964525789022446,0.9950302000001079,2026-01-19T23:07:12.032061
2520,7,157,4,0.0,,0.059713445603847504,0.9950104000001083,2026-01-19T23:07:12.039580
2530,7,167,5,0.0,,0.05961940065026283,0.9949906000001087,2026-01-19T23:07:12.047155
2540,7,177,5,0.0,,0.05951758474111557,0.9949708000001092,2026-01-19T23:07:12.054561
2550,7,187,0,0.0,,0.0595473051071167,0.9949510000001096,2026-01-19T23:07:12.062279
2560,7,197,0,0.0,,0.059526439756155014,0.99493120000011,2026-01-19T23:07:12.070174
2570,7,207,0,0.0,,0.05966128036379814,0.9949114000001105,2026-01-19T23:07:12.078282
2580,7,217,5,0.0,,0.059446487575769424,0.9948916000001109,2026-01-19T23:07:12.085895
2590,7,227,5,0.0,,0.05911506712436676,0.9948718000001113,2026-01-19T23:07:12.094645
2600,7,237,4,0.0,,0.0592949353158474,0.9948520000001118,2026-01-19T23:07:12.102820
2610,7,247,1,0.0,,0.05938720703125,0.9948322000001122,2026-01-19T23:07:12.110021
2620,7,257,4,0.0,,0.05947228521108627,0.9948124000001126,2026-01-19T23:07:12.118494
2630,7,267,4,0.0,,0.05948151648044586,0.994792600000113,2026-01-19T23:07:12.125631
2640,7,277,0,0.0,,0.059402480721473694,0.9947728000001135,2026-01-19T23:07:12.133370
2650,7,287,4,0.0,,0.05940636247396469,0.9947530000001139,2026-01-19T23:07:12.140561
2660,7,297,0,0.0,,0.059058673679828644,0.9947332000001143,2026-01-19T23:07:12.147429
2670,7,307,0,0.0,,0.05904033035039902,0.9947134000001148,2026-01-19T23:07:12.154426
2680,7,317,1,0.0,,0.05920487269759178,0.9946936000001152,2026-01-19T23:07:12.161235
2690,7,327,5,0.0,,0.05927407369017601,0.9946738000001156,2026-01-19T23:07:12.167911
2700,7,337,5,0.0,,0.05927494540810585,0.9946540000001161,2026-01-19T23:07:12.174674
2710,7,347,4,0.0,,0.05922851711511612,0.9946342000001165,2026-01-19T23:07:12.181647
2720,7,357,5,0.0,,0.0591803640127182,0.9946144000001169,2026-01-19T23:07:12.191197
2730,7,367,4,0.0,,0.05896719917654991,0.9945946000001173,2026-01-19T23:07:12.198190
2740,7,377,1,0.0,,0.05893968790769577,0.9945748000001178,2026-01-19T23:07:12.205363
2750,8,4,2,0.0,,0.05852194130420685,0.9945550000001182,2026-01-19T23:07:12.221436
2760,8,14,5,0.0,,0.058594830334186554,0.9945352000001186,2026-01-19T23:07:12.228336
2770,8,24,0,0.0,,0.058585118502378464,0.9945154000001191,2026-01-19T23:07:12.235107
2780,8,34,2,0.0,,0.0586862713098526,0.9944956000001195,2026-01-19T23:07:12.241877
2790,8,44,1,0.0,,0.05866169184446335,0.9944758000001199,2026-01-19T23:07:12.248250
2800,8,54,2,0.0,,0.05857671797275543,0.9944560000001204,2026-01-19T23:07:12.254554
2810,8,64,5,0.0,,0.059339042752981186,0.9944362000001208,2026-01-19T23:07:12.260920
2820,8,74,0,0.0,,0.05940667539834976,0.9944164000001212,2026-01-19T23:07:12.268034
2830,8,84,3,0.0,,0.0593053437769413,0.9943966000001216,2026-01-19T23:07:12.275080
2840,8,94,0,0.0,,0.059452880173921585,0.9943768000001221,2026-01-19T23:07:12.283102
2850,8,104,3,0.0,,0.05944792926311493,0.9943570000001225,2026-01-19T23:07:12.290260
2860,8,114,3,0.0,,0.059332989156246185,0.9943372000001229,2026-01-19T23:07:12.296971
2870,8,124,2,0.0,,0.059881292283535004,0.9943174000001234,2026-01-19T23:07:12.303420
2880,8,134,0,0.0,,0.058830659836530685,0.9942976000001238,2026-01-19T23:07:12.310586
2890,8,144,2,0.0,,0.059527553617954254,0.9942778000001242,2026-01-19T23:07:12.317602
2900,8,154,0,0.0,,0.059328507632017136,0.9942580000001247,2026-01-19T23:07:12.324623
2910,8,164,5,0.0,,0.059255823493003845,0.9942382000001251,2026-01-19T23:07:12.332078
2920,8,174,2,0.0,,0.0592753104865551,0.9942184000001255,2026-01-19T23:07:12.339393
2930,8,184,4,0.0,,0.0592200830578804,0.9941986000001259,2026-01-19T23:07:12.346429
2940,8,194,3,0.0,,0.059276703745126724,0.9941788000001264,2026-01-19T23:07:12.353201
2950,8,204,2,0.0,,0.05910179018974304,0.9941590000001268,2026-01-19T23:07:12.360417
2960,8,214,4,0.0,,0.05879785865545273,0.9941392000001272,2026-01-19T23:07:12.367160
2970,8,224,1,0.0,,0.05837095156311989,0.9941194000001277,2026-01-19T23:07:12.373773
2980,8,234,1,0.0,,0.05890410393476486,0.9940996000001281,2026-01-19T23:07:12.385548
2990,8,244,0,0.0,,0.058921974152326584,0.9940798000001285,2026-01-19T23:07:12.395800
3000,8,254,1,0.0,,0.05890185758471489,0.994060000000129,2026-01-19T23:07:12.405084
3010,8,264,4,0.0,,0.0590139664709568,0.9940402000001294,2026-01-19T23:07:12.413697
3020,8,274,1,0.0,,0.05885844677686691,0.9940204000001298,2026-01-19T23:07:12.420747
